Marital_status,Application_mode,Application_order,Course,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status,Nationality,Attendance
Single,1st phase - general contingent,2,Social Service,Secondary education,140.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,140.7,Yes,No,No,Yes,Female,Yes,18,No,6,6,6,13.166666666666666,6,6,6,16.0,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,3rd phase - general contingent,1,Social Service (evening attendance),Secondary education,134.0,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Professional/Scientific,Administrative,120.7,Yes,No,No,Yes,Female,No,23,No,6,8,4,11.0,6,6,0,12.2,13.9,-0.3,0.79,Dropout,Portuguese,Evening
Single,1st phase - general contingent,2,Management,Secondary education,118.0,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Professional/Scientific,Administrative,113.8,Yes,No,No,Yes,Female,No,21,No,5,9,3,11.666666666666666,5,9,4,11.75,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Social Service,Secondary education,135.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Industry/Construction,Services/Retail,121.0,No,No,No,Yes,Female,No,20,No,6,13,1,10.0,6,13,1,13.0,9.4,-0.8,-3.12,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,1,Social Service (evening attendance),Secondary education,119.0,Unknown,Unknown,Student,Student,112.4,Yes,No,No,Yes,Female,No,26,No,7,15,7,11.571428571428571,6,14,2,11.0,7.6,2.6,0.32,Dropout,Portuguese,Evening
Single,1st phase - general contingent,1,Journalism and Communication,Secondary education,145.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Administrative,131.0,Yes,No,No,Yes,Female,Yes,18,No,6,6,6,12.166666666666666,6,10,5,11.2,7.6,2.6,0.32,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,143.0,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,142.7,Yes,No,No,Yes,Female,No,18,No,6,0,0,12.285714285714286,6,0,0,12.2,16.2,0.3,-0.92,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Advertising and Marketing Management,Secondary education,123.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Machine Operator,125.5,No,No,No,No,Female,Yes,19,No,6,6,6,13.833333333333334,6,7,6,14.285714285714286,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,3,Nursing,Secondary education,108.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Technical,107.8,Yes,No,No,Yes,Female,Yes,20,No,7,10,6,12.357142857142858,8,9,7,13.0,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,3,Journalism and Communication,Secondary education,117.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Industry/Construction,Industry/Construction,110.4,Yes,No,Yes,No,Female,No,19,No,6,7,6,12.166666666666666,6,10,2,10.333333333333334,16.2,0.3,-0.92,Dropout,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Social Service,Technological specialization course,140.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unknown,136.1,Yes,No,Yes,Yes,Female,No,21,No,6,8,3,12.0,6,6,2,12.5,12.4,0.5,1.79,Enrolled,Portuguese,Daytime
Single,Over 23 years old,1,Tourism,Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative,Agriculture/Fishery,138.3,No,No,No,Yes,Female,No,33,No,10,14,9,12.416666666666666,9,14,7,13.0,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,2,Veterinary Nursing,Secondary education,157.0,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Agriculture/Fishery,142.3,No,No,No,Yes,Female,No,18,No,5,7,4,12.75,5,6,4,12.75,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,Transfer,1,Nursing,Frequency of higher education,141.0,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Administrative,145.0,No,No,No,Yes,Female,No,21,No,6,8,5,14.933333333333334,6,8,5,14.933333333333334,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Journalism and Communication,Secondary education,125.0,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Professional/Scientific,Technical,125.7,Yes,No,No,Yes,Female,No,19,No,6,6,6,13.0,6,7,6,11.666666666666666,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Divorced,Over 23 years old,1,Basic Education,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,108.0,No,No,Yes,No,Female,No,33,No,7,7,7,12.857142857142858,7,8,6,12.666666666666666,8.9,1.4,3.51,Enrolled,Portuguese,Daytime
Married,1st phase - general contingent,1,Nursing,Secondary education,143.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Services/Retail,128.7,Yes,No,No,Yes,Female,No,18,No,7,10,7,14.455000000000002,8,8,8,13.91,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Advertising and Marketing Management,Secondary education,142.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Administrative,128.0,No,No,No,Yes,Female,Yes,18,No,6,8,6,14.0,6,7,6,13.285714285714286,11.1,0.6,2.02,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,3,Journalism and Communication,Secondary education,150.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Administrative,146.5,Yes,No,No,Yes,Female,Yes,20,No,6,6,6,13.5,6,7,6,12.666666666666666,11.1,0.6,2.02,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,2,Tourism,Secondary education,112.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Agriculture/Fishery,Agriculture/Fishery,106.1,Yes,No,No,No,Female,No,20,No,6,0,0,12.285714285714286,6,0,0,12.2,11.1,0.6,2.02,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,2,Social Service (evening attendance),Secondary education,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Management/Government,Management/Government,118.0,No,No,No,Yes,Female,Yes,20,No,6,6,6,11.666666666666666,6,12,5,14.0,10.8,1.4,1.74,Graduate,Portuguese,Evening
Single,2nd phase - general contingent,1,Veterinary Nursing,Secondary education,125.0,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative,Unskilled Labor,117.0,Yes,No,No,Yes,Female,Yes,19,No,5,6,4,12.0,5,8,5,13.333333333333334,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,3,Social Service,Secondary education,121.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Machine Operator,Machine Operator,115.4,Yes,No,No,Yes,Female,Yes,19,No,6,7,6,11.714285714285714,6,6,6,11.833333333333334,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,3,Social Service,Secondary education,133.1,Specialized higher studies course,Secondary Education - 12th Year of Schooling or Eq.,Professional/Scientific,Technical,117.0,Yes,No,No,Yes,Female,No,21,No,6,8,6,12.666666666666666,6,7,6,12.428571428571429,11.1,0.6,2.02,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Veterinary Nursing,Secondary education,133.1,Higher Education - Degree,Higher Education - Degree,Administrative,Professional/Scientific,144.9,Yes,No,No,Yes,Female,No,26,No,6,11,3,11.75,6,8,4,12.8,12.4,0.5,1.79,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,1,Social Service,Secondary education,135.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Machine Operator,Agriculture/Fishery,127.0,No,No,No,Yes,Female,No,21,No,6,0,0,12.285714285714286,6,0,0,12.2,16.2,0.3,-0.92,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,132.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Services/Retail,118.0,Yes,No,No,Yes,Female,No,18,No,8,8,7,12.328571428571427,8,8,7,12.328571428571427,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Facto Union,Over 23 years old,1,Basic Education,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Machine Operator,118.0,No,No,No,Yes,Female,No,27,No,7,14,6,11.666666666666666,7,10,1,10.0,12.4,0.5,1.79,Dropout,Portuguese,Daytime
Single,Change of course,1,Communication Design,Secondary education,135.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Technical,Unskilled Labor,126.4,Yes,No,No,Yes,Female,Yes,20,No,6,12,5,13.25,6,12,11,12.727272727272728,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,Change of course,1,Advertising and Marketing Management,Technological specialization course,110.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Industry/Construction,Military,110.0,No,No,No,Yes,Female,No,21,No,6,8,5,11.833333333333334,6,8,4,13.25,16.2,0.3,-0.92,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,1,Oral Hygiene,Secondary education,133.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,124.4,Yes,No,No,Yes,Female,Yes,18,No,7,7,7,13.3,8,8,8,15.125,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Veterinary Nursing,Technological specialization course,140.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,140.0,Yes,No,No,Yes,Female,No,20,No,6,13,6,12.555555555555555,6,11,5,11.8,16.2,0.3,-0.92,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Journalism and Communication,Secondary education,135.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Military,129.4,Yes,No,No,Yes,Female,No,18,No,6,6,6,12.833333333333334,6,7,6,12.166666666666666,11.1,0.6,2.02,Graduate,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Social Service,Technological specialization course,140.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Technical,Services/Retail,141.7,No,No,No,Yes,Female,Yes,20,No,6,6,6,12.833333333333334,6,6,6,12.833333333333334,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,2,Veterinary Nursing,Secondary education,144.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Military,132.1,Yes,No,No,Yes,Female,Yes,19,No,5,10,3,12.666666666666666,5,7,3,13.0,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,122.0,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Degree,Unskilled Labor,Professional/Scientific,116.8,Yes,No,No,Yes,Female,No,20,No,7,8,6,13.271428571428572,8,8,7,14.471428571428572,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Management (evening attendance),Secondary education,143.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Machine Operator,135.0,No,No,No,Yes,Female,Yes,20,No,5,5,5,12.4,5,6,5,12.833333333333334,10.8,1.4,1.74,Graduate,Portuguese,Evening
Single,Technological specialization diploma holders,1,Veterinary Nursing,Technological specialization course,150.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Services/Retail,Services/Retail,150.0,No,No,No,Yes,Female,No,20,No,5,10,2,14.5,5,7,4,11.25,12.7,3.7,-1.7,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,3,Social Service,Secondary education,124.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Industry/Construction,Military,116.0,Yes,No,Yes,Yes,Female,No,19,No,6,7,0,12.285714285714286,5,5,0,12.2,13.9,-0.3,0.79,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Journalism and Communication,Secondary education,156.0,Higher Education - Degree,Higher Education - Degree,Professional/Scientific,Professional/Scientific,155.0,No,No,No,Yes,Female,No,18,No,6,7,6,14.285714285714286,6,8,6,13.25,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Veterinary Nursing,Secondary education,142.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Military,127.0,Yes,No,No,Yes,Female,No,18,No,5,7,3,12.333333333333334,5,9,5,12.6,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Nursing,Secondary education,142.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Machine Operator,130.8,Yes,No,No,Yes,Female,Yes,19,No,7,10,6,12.583333333333334,8,8,7,12.671428571428573,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,126.0,Other - 11th Year of Schooling,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Unskilled Labor,121.8,Yes,No,No,Yes,Female,No,19,No,7,8,6,13.731666666666667,8,10,7,13.771428571428572,12.4,0.5,1.79,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Agronomy,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Administrative,140.0,No,No,No,Yes,Male,No,20,No,6,8,6,12.875,6,14,5,12.142857142857142,16.2,0.3,-0.92,Enrolled,Portuguese,Daytime
Married,Transfer,1,Communication Design,Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Unknown,Student,Administrative,148.5,No,No,No,Yes,Male,No,20,No,10,14,8,14.625,7,7,5,13.4,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,Transfer,1,Management,Secondary education,130.0,Unknown,Unknown,Blank,Blank,109.8,Yes,No,No,No,Male,No,23,No,3,3,0,12.285714285714286,2,2,0,12.2,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Social Service,Secondary education,133.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,119.7,Yes,No,Yes,Yes,Female,Yes,19,Yes,6,8,6,12.666666666666666,6,7,6,12.666666666666666,8.9,1.4,3.51,Graduate,Brazilian,Daytime
Single,Transfer,1,Nursing,Secondary education,122.0,Higher Education - Degree,Higher Education - Degree,Professional/Scientific,Professional/Scientific,122.0,Yes,No,No,Yes,Female,No,20,No,8,11,6,12.491666666666667,8,11,6,12.491666666666667,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,138.0,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative,Administrative,147.5,Yes,No,No,Yes,Female,Yes,19,No,6,12,5,13.666666666666666,6,12,11,14.166666666666666,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Veterinary Nursing,Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,150.8,Yes,No,No,Yes,Female,No,19,Yes,6,13,6,16.0,6,8,6,14.5,15.5,2.8,-4.06,Graduate,English,Daytime
Single,Technological specialization diploma holders,1,Veterinary Nursing,Technological specialization course,150.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative,Industry/Construction,150.0,Yes,No,No,Yes,Female,No,19,No,6,8,6,14.142857142857142,6,7,6,13.0,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Administrative,131.5,No,No,Yes,Yes,Female,Yes,20,No,6,9,6,11.833333333333334,6,9,4,13.75,11.1,0.6,2.02,Graduate,Portuguese,Evening
Single,1st phase - general contingent,1,Communication Design,Secondary education,144.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Technical,Services/Retail,127.2,Yes,No,No,Yes,Female,Yes,20,No,6,6,6,12.666666666666666,6,8,6,13.0,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Communication Design,Secondary education,118.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Technical,111.0,Yes,No,No,Yes,Female,No,21,No,6,6,6,12.5,6,6,6,12.666666666666666,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,Change of course,1,Social Service,Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Industry/Construction,119.9,Yes,No,Yes,No,Female,No,22,Yes,6,16,9,10.88888888888889,10,8,4,11.25,9.4,-0.8,-3.12,Graduate,Guinean,Daytime
Single,1st phase - general contingent,2,Journalism and Communication,Secondary education,133.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Student,133.7,Yes,No,No,Yes,Female,No,19,No,6,11,1,13.0,5,10,0,12.2,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Secondary education,133.1,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Unknown,140.0,Yes,No,No,Yes,Female,No,22,No,6,6,6,15.166666666666666,6,6,6,16.0,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,1st phase - special contingent (Azores Island),2,Basic Education,Secondary education,124.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Technical,Technical,113.9,Yes,No,No,Yes,Female,Yes,19,No,6,8,6,12.666666666666666,6,7,6,12.0,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,127.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Unskilled Labor,120.7,Yes,No,Yes,Yes,Male,No,18,No,6,0,0,12.285714285714286,6,0,0,12.2,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Facto Union,Over 23 years old,1,Management,Secondary education,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Unskilled Labor,119.8,No,No,No,Yes,Male,No,26,No,5,9,5,12.0,5,5,5,10.2,11.1,0.6,2.02,Enrolled,Portuguese,Daytime
Single,Over 23 years old,1,Management (evening attendance),Secondary education,110.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,121.8,No,No,No,No,Male,No,20,No,5,5,0,12.285714285714286,5,5,0,12.2,12.7,3.7,-1.7,Dropout,Portuguese,Evening
Single,3rd phase - general contingent,1,Animation and Multimedia Design,Secondary education,110.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Bachelor's Degree,Services/Retail,Services/Retail,117.7,Yes,No,Yes,Yes,Male,Yes,20,No,6,0,0,12.285714285714286,6,0,0,12.2,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Married,Over 23 years old,1,Management,Secondary education,160.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Industry/Construction,110.0,No,No,No,Yes,Male,No,30,No,5,8,2,11.0,5,6,4,11.5,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,Change of course,1,Agronomy,Secondary education,120.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Military,134.4,No,No,No,Yes,Male,No,24,No,6,7,6,15.714285714285714,6,10,6,15.9,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Management,Secondary education,133.1,Unknown,Unknown,Student,Student,125.3,No,No,No,Yes,Male,No,26,No,6,15,5,10.818181818181818,6,15,11,11.636363636363637,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Management,Secondary education,132.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Industry/Construction,119.1,No,No,No,No,Male,No,19,No,5,16,1,12.0,5,6,0,12.2,13.9,-0.3,0.79,Dropout,Portuguese,Daytime
Facto Union,Over 23 years old,1,Social Service,Secondary education,130.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Military,146.0,No,No,No,Yes,Male,No,34,No,6,8,5,12.6,6,11,4,11.25,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,Change of course,1,Equinculture,Secondary education,130.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Management/Government,Management/Government,130.0,Yes,No,No,Yes,Male,No,33,No,5,12,1,13.0,5,7,3,14.0,9.4,-0.8,-3.12,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,1,Management,Secondary education,129.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Administrative,122.0,Yes,No,No,Yes,Male,No,19,No,5,8,5,11.6,5,10,4,10.75,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Informatics Engineering,Secondary education,130.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Services/Retail,118.1,Yes,No,Yes,No,Male,No,26,No,5,11,1,10.0,5,14,1,11.0,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Advertising and Marketing Management,Secondary education,140.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Industry/Construction,Industry/Construction,105.2,No,No,No,Yes,Male,No,29,No,6,7,1,14.0,6,6,0,12.2,16.2,0.3,-0.92,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Informatics Engineering,Secondary education,131.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Industry/Construction,123.3,Yes,No,No,Yes,Male,Yes,19,No,5,9,5,12.6,5,8,2,12.5,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Animation and Multimedia Design,Secondary education,129.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Unskilled Labor,124.8,Yes,No,No,Yes,Male,No,18,No,6,0,0,12.285714285714286,6,0,0,12.2,12.7,3.7,-1.7,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Management (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,149.4,No,No,No,No,Male,No,29,No,5,11,2,11.333333333333334,5,9,1,12.0,11.1,0.6,2.02,Dropout,Portuguese,Evening
Single,Change of course,1,Tourism,Secondary education,112.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,108.5,No,No,No,Yes,Male,No,21,No,6,6,6,12.666666666666666,6,7,5,11.4,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Tourism,Secondary education,119.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Military,125.0,No,No,No,Yes,Male,No,19,No,6,7,5,10.8,6,10,2,10.5,10.8,1.4,1.74,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,133.1,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Military,101.0,No,No,No,Yes,Male,No,20,No,7,14,5,12.87857142857143,8,15,7,11.85625,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Veterinary Nursing,Secondary education,123.0,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Professional/Scientific,Services/Retail,112.9,No,No,No,Yes,Male,No,18,No,5,5,0,12.285714285714286,5,5,0,12.2,7.6,2.6,0.32,Dropout,Portuguese,Daytime
